Y21,GPIOAA0_VPOR2_NORD0_SALT7,Out,BMC_TCK,BMC_TCK
V21,GPIOAA1_VPOR3_NORD1_SALT8,Out,BMC_TMS,BMC_TMS
Y22,GPIOAA2_VPOR4_NORD2_SALT9,Out,BMC_TDO,BMC_TDO
AA22,GPIOAA3_VPOR5_NORD3_SALT10,In,BMC_TDI,BMC_TDI
A18,GPIOH0_NCTS6,Out,BMC_CPLD_UPDATE_EN,BMC_CPLD_UPDATE_EN
B18,GPIOH1_NDCD6,Out,CONSOLE_SEL_BMC,RJ45_CONSOLE_SEL_BMC
P5,GPIOM5,In,CPU_ALERT,CPU_ALERT
R5,GPIOM6,Out,BMC_RST_CPU,BMC_RST_CPU
T5,GPIOM7,Out,RTC_RESETn,RTC_RESETn
