begin,length,keep,changes_only,flags_bit,flags_name,format,endian,interval,precision,sign,scale,shift,name,unit
14415,1,,,,,INTEGER,,,,,,,BBU_Module_2_Full_Rate_Time,
14416,1,,,,,INTEGER,,,,,,,BBU_Module_2_EOL,
14417,1,,,,,INTEGER,,,,,,,BBU_Module_2_State_Of_Health,
14418,1,,,,,INTEGER,,,,,,,BBU_Module_2_State_Of_Health_Table_Version,
14464,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_3_AtRate,
14465,1,,,,,FLOAT,,,0,,60,,BBU_Module_3_AtRate_Time_To_Full,
14466,1,,,,,FLOAT,,,0,,,,BBU_Module_3_AtRate_Time_To_Empty,
14467,1,,,,,INTEGER,,,,,,,BBU_Module_3_AtRateOK,
14468,1,,,,,INTEGER,,,,TRUE,,,BBU_Module_3_DischargeRate,
14469,1,,,,,FLOAT,,,0,,60,,BBU_Module_3_Runtime_To_Empty,
14470,1,,,,,FLOAT,,,0,,60,,BBU_Module_3_Average_Time_To_Empty,
14471,1,,,,,FLOAT,,,0,,,,BBU_Module_3_Average_Time_To_Full,
14472,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_3_Design_Capacity,
14473,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_3_Design_Voltage,
14474,1,,,,,INTEGER,,,,,,,BBU_Module_3_Absolute_State_Of_Charge,
14475,1,,,,,INTEGER,,,,,,,BBU_Module_3_Cycle_Count,
14476,1,,,,,INTEGER,,,,,,,BBU_Module_3_Manufacture_Date,
14477,1,,,,,INTEGER,,,,,,,BBU_Module_3_Serial_Number,
14478,1,,,,,FLAGS,,,,,,,BBU_Module_3_Battery_Status,
,,,,4,Fully_Discharged,,,,,,,,,
,,,,5,Fully_Charged,,,,,,,,,
,,,,6,Discharging,,,,,,,,,
,,,,7,Initialized,,,,,,,,,
,,,,11,Terminate_Discharge_Alarm,,,,,,,,,
,,,,12,Over_Temp_Alarm,,,,,,,,,
,,,,14,Terminate_Charge_Alarm,,,,,,,,,
,,,,15,Over_Charged_Alarm,,,,,,,,,
14479,1,,,,,INTEGER,,,,,,,BBU_Module_3_Full_Rate_Time,
14480,1,,,,,INTEGER,,,,,,,BBU_Module_3_EOL,
14481,1,,,,,INTEGER,,,,,,,BBU_Module_3_State_Of_Health,
14482,1,,,,,INTEGER,,,,,,,BBU_Module_3_State_Of_Health_Table_Version,
14528,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_4_AtRate,
14529,1,,,,,FLOAT,,,0,,60,,BBU_Module_4_AtRate_Time_To_Full,
14530,1,,,,,FLOAT,,,0,,,,BBU_Module_4_AtRate_Time_To_Empty,
14531,1,,,,,INTEGER,,,,,,,BBU_Module_4_AtRateOK,
14532,1,,,,,INTEGER,,,,TRUE,,,BBU_Module_4_DischargeRate,
14533,1,,,,,FLOAT,,,0,,60,,BBU_Module_4_Runtime_To_Empty,
14534,1,,,,,FLOAT,,,0,,60,,BBU_Module_4_Average_Time_To_Empty,
14535,1,,,,,FLOAT,,,0,,,,BBU_Module_4_Average_Time_To_Full,
14536,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_4_Design_Capacity,
14537,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_4_Design_Voltage,
14538,1,,,,,INTEGER,,,,,,,BBU_Module_4_Absolute_State_Of_Charge,
14539,1,,,,,INTEGER,,,,,,,BBU_Module_4_Cycle_Count,
14540,1,,,,,INTEGER,,,,,,,BBU_Module_4_Manufacture_Date,
14541,1,,,,,INTEGER,,,,,,,BBU_Module_4_Serial_Number,
14542,1,,,,,FLAGS,,,,,,,BBU_Module_4_Battery_Status,
,,,,4,Fully_Discharged,,,,,,,,,
,,,,5,Fully_Charged,,,,,,,,,
,,,,6,Discharging,,,,,,,,,
,,,,7,Initialized,,,,,,,,,
,,,,11,Terminate_Discharge_Alarm,,,,,,,,,
,,,,12,Over_Temp_Alarm,,,,,,,,,
,,,,14,Terminate_Charge_Alarm,,,,,,,,,
,,,,15,Over_Charged_Alarm,,,,,,,,,
14543,1,,,,,INTEGER,,,,,,,BBU_Module_4_Full_Rate_Time,
14544,1,,,,,INTEGER,,,,,,,BBU_Module_4_EOL,
14545,1,,,,,INTEGER,,,,,,,BBU_Module_4_State_Of_Health,
14546,1,,,,,INTEGER,,,,,,,BBU_Module_4_State_Of_Health_Table_Version,
14592,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_5_AtRate,
14593,1,,,,,FLOAT,,,0,,60,,BBU_Module_5_AtRate_Time_To_Full,
14594,1,,,,,FLOAT,,,0,,,,BBU_Module_5_AtRate_Time_To_Empty,
14595,1,,,,,INTEGER,,,,,,,BBU_Module_5_AtRateOK,
14596,1,,,,,INTEGER,,,,TRUE,,,BBU_Module_5_DischargeRate,
14597,1,,,,,FLOAT,,,0,,60,,BBU_Module_5_Runtime_To_Empty,
14598,1,,,,,FLOAT,,,0,,60,,BBU_Module_5_Average_Time_To_Empty,
14599,1,,,,,FLOAT,,,0,,,,BBU_Module_5_Average_Time_To_Full,
14600,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_5_Design_Capacity,
14601,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_5_Design_Voltage,
14602,1,,,,,INTEGER,,,,,,,BBU_Module_5_Absolute_State_Of_Charge,
14603,1,,,,,INTEGER,,,,,,,BBU_Module_5_Cycle_Count,
14604,1,,,,,INTEGER,,,,,,,BBU_Module_5_Manufacture_Date,
14605,1,,,,,INTEGER,,,,,,,BBU_Module_5_Serial_Number,
14606,1,,,,,FLAGS,,,,,,,BBU_Module_5_Battery_Status,
,,,,4,Fully_Discharged,,,,,,,,,
,,,,5,Fully_Charged,,,,,,,,,
,,,,6,Discharging,,,,,,,,,
,,,,7,Initialized,,,,,,,,,
,,,,11,Terminate_Discharge_Alarm,,,,,,,,,
,,,,12,Over_Temp_Alarm,,,,,,,,,
,,,,14,Terminate_Charge_Alarm,,,,,,,,,
,,,,15,Over_Charged_Alarm,,,,,,,,,
14607,1,,,,,INTEGER,,,,,,,BBU_Module_5_Full_Rate_Time,
14608,1,,,,,INTEGER,,,,,,,BBU_Module_5_EOL,
14609,1,,,,,INTEGER,,,,,,,BBU_Module_5_State_Of_Health,
14610,1,,,,,INTEGER,,,,,,,BBU_Module_5_State_Of_Health_Table_Version,
14656,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_6_AtRate,
14657,1,,,,,FLOAT,,,0,,60,,BBU_Module_6_AtRate_Time_To_Full,
14658,1,,,,,FLOAT,,,0,,,,BBU_Module_6_AtRate_Time_To_Empty,
14659,1,,,,,INTEGER,,,,,,,BBU_Module_6_AtRateOK,
14660,1,,,,,INTEGER,,,,TRUE,,,BBU_Module_6_DischargeRate,
14661,1,,,,,FLOAT,,,0,,60,,BBU_Module_6_Runtime_To_Empty,
14662,1,,,,,FLOAT,,,0,,60,,BBU_Module_6_Average_Time_To_Empty,
14663,1,,,,,FLOAT,,,0,,,,BBU_Module_6_Average_Time_To_Full,
14664,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_6_Design_Capacity,
14665,1,,,,,FLOAT,,,0,,0.001,,BBU_Module_6_Design_Voltage,
14666,1,,,,,INTEGER,,,,,,,BBU_Module_6_Absolute_State_Of_Charge,
14667,1,,,,,INTEGER,,,,,,,BBU_Module_6_Cycle_Count,
14668,1,,,,,INTEGER,,,,,,,BBU_Module_6_Manufacture_Date,
14669,1,,,,,INTEGER,,,,,,,BBU_Module_6_Serial_Number,
14670,1,,,,,FLAGS,,,,,,,BBU_Module_6_Battery_Status,
,,,,4,Fully_Discharged,,,,,,,,,
,,,,5,Fully_Charged,,,,,,,,,
,,,,6,Discharging,,,,,,,,,
,,,,7,Initialized,,,,,,,,,
,,,,11,Terminate_Discharge_Alarm,,,,,,,,,
,,,,12,Over_Temp_Alarm,,,,,,,,,
,,,,14,Terminate_Charge_Alarm,,,,,,,,,
,,,,15,Over_Charged_Alarm,,,,,,,,,
14671,1,,,,,INTEGER,,,,,,,BBU_Module_6_Full_Rate_Time,
14672,1,,,,,INTEGER,,,,,,,BBU_Module_6_EOL,
14673,1,,,,,INTEGER,,,,,,,BBU_Module_6_State_Of_Health,
14674,1,,,,,INTEGER,,,,,,,BBU_Module_6_State_Of_Health_Table_Version,
13312,8,,,,,STRING,,,,,,,BBU_Module_1_Firmware_Version,
13376,8,,,,,STRING,,,,,,,BBU_Module_2_Firmware_Version,
13440,8,,,,,STRING,,,,,,,BBU_Module_3_Firmware_Version,
13504,8,,,,,STRING,,,,,,,BBU_Module_4_Firmware_Version,
13568,8,,,,,STRING,,,,,,,BBU_Module_5_Firmware_Version,
13632,8,,,,,STRING,,,,,,,BBU_Module_6_Firmware_Version,
13320,8,,,,,STRING,,,,,,,BBU_Module_1_Hardware_Version,
13384,8,,,,,STRING,,,,,,,BBU_Module_2_Hardware_Version,
13448,8,,,,,STRING,,,,,,,BBU_Module_3_Hardware_Version,
13512,8,,,,,STRING,,,,,,,BBU_Module_4_Hardware_Version,
13576,8,,,,,STRING,,,,,,,BBU_Module_5_Hardware_Version,
13640,8,,,,,STRING,,,,,,,BBU_Module_6_Hardware_Version,
13328,16,,,,,STRING,,,,,,,BBU_Module_1_Part_Number,
13392,16,,,,,STRING,,,,,,,BBU_Module_2_Part_Number,
13456,16,,,,,STRING,,,,,,,BBU_Module_3_Part_Number,
13520,16,,,,,STRING,,,,,,,BBU_Module_4_Part_Number,
13584,16,,,,,STRING,,,,,,,BBU_Module_5_Part_Number,
13648,16 ,,,,,STRING,,,,,,,BBU_Module_6_Part_Number,
